,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
7536,4,1968334762,Fri May 29 21:13:32 PDT 2009,NO_QUERY,AHiltunen,N.E.R.D was AWESOME!! and i caught a towel pharrell wiped his face on!! ,N.E.R.D was AWESOME!! and i caught a towel pharrell wiped his face on!! ,1,0
7537,4,2069005774,Sun Jun 07 15:05:36 PDT 2009,NO_QUERY,theRainboww,@SallyEllis awesomee yeah get them and let me know how much ,USERNAME awesomee yeah get them and let me know how much ,1,0
7538,0,2068866959,Sun Jun 07 14:50:39 PDT 2009,NO_QUERY,sarah_woo,i messed up my neck this morning while brushing my hair. i can't move my head to the right ,i messed up my neck this morning while brushing my hair. i can't move my head to the right ,0,1
7539,4,1967658079,Fri May 29 19:59:06 PDT 2009,NO_QUERY,stwood1953,@fuzzypigz Looking cute always works ,USERNAME Looking cute always works ,1,0
7540,4,1686804548,Sun May 03 06:49:51 PDT 2009,NO_QUERY,ong_jeffrey,"Got home.  Took Amy down the giant inflatable slide during the party, she liked it   I loved it too, wish I can have one in the house!","Got home.  Took Amy down the giant inflatable slide during the party, she liked it   I loved it too, wish I can have one in the house!",1,0
7541,0,2066117445,Sun Jun 07 09:55:18 PDT 2009,NO_QUERY,marypascoe,I heard #Placebo on KROQ this morning!! Then I heard the guy on the McDonald's commercial say &quot;eXpresso&quot;- come on! Haha. Now I'm at work. ,I heard Placebo on KROQ this morning!! Then I heard the guy on the McDonald's commercial say &quot;eXpresso&quot;- come on! Haha. Now I'm at work. ,1,0
7542,4,1974547398,Sat May 30 13:21:21 PDT 2009,NO_QUERY,rachmurrayX,"@emmaluxton i love that sing, 2nd most plyed ","USERNAME i love that sing, 2nd most plyed ",0,0
7543,4,1564434516,Mon Apr 20 03:28:34 PDT 2009,NO_QUERY,frostiecuk,"@HelenMarie21  I'm getting nervous but strangely excited. Lunch menu = Chicken Wrap, 1 plum, 2 kiwi, 1 yoghurt. Spin and run 2night ","USERNAME  I'm getting nervous but strangely excited. Lunch menu = Chicken Wrap, 1 plum, 2 kiwi, 1 yoghurt. Spin and run 2night ",1,0
7544,0,2065551414,Sun Jun 07 08:49:41 PDT 2009,NO_QUERY,cocktailrioteer,"Something terrible has happened to my comments area, the lightbox test page keeps showing instead of the comments ","Something terrible has happened to my comments area, the lightbox test page keeps showing instead of the comments ",0,1
7545,4,2001244847,Tue Jun 02 00:16:16 PDT 2009,NO_QUERY,MarconiBologna,@angelaavey are you sepaking of CONANDO or are you on a really funny date? ,USERNAME are you sepaking of CONANDO or are you on a really funny date? ,0,0
7546,4,1969942163,Sat May 30 01:49:20 PDT 2009,NO_QUERY,briethehippo,"@chasingangel82 Follow the tweets for asylum, LOL. That's what I'm doing ","USERNAME Follow the tweets for asylum, LOL. That's what I'm doing ",0,0
7547,4,2065120618,Sun Jun 07 07:56:19 PDT 2009,NO_QUERY,Kzigge,New Phone. (:  The 'AT&amp;T Tilt' is awesome. ,New Phone. (:  The 'AT&amp;T Tilt' is awesome. ,1,0
7548,0,1881496836,Fri May 22 04:49:21 PDT 2009,NO_QUERY,xtremejovi,@wings2011 meant i am all sweaty. sure that few drinks will get that piggy cold out ya system why am i dead? don't wanna be dead  haha xx,USERNAME meant i am all sweaty. sure that few drinks will get that piggy cold out ya system why am i dead? don't wanna be dead  haha xx,0,1
7549,4,1468224330,Tue Apr 07 00:23:49 PDT 2009,NO_QUERY,sam_lowry,"10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. ","10 blisters from last night's gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. ",0,1
7550,4,2001730224,Tue Jun 02 01:52:34 PDT 2009,NO_QUERY,cherrylipsy2k,hand in day today so a week today its all gonna be over! Summer here i come ,hand in day today so a week today its all gonna be over! Summer here i come ,1,0
7551,0,2017222069,Wed Jun 03 08:03:00 PDT 2009,NO_QUERY,lyyythao,Fuck finals!  ,Fuck finals!  ,0,1
7552,4,2191353830,Tue Jun 16 05:05:51 PDT 2009,NO_QUERY,victoria094,"i am boring now, ia m listening music and.... sitting in my arms ","i am boring now, ia m listening music and.... sitting in my arms ",0,1
7553,0,1955992673,Thu May 28 20:59:20 PDT 2009,NO_QUERY,tesana,@NathanWhelan Sorry about your guinea pig. ,USERNAME Sorry about your guinea pig. ,0,0
7554,4,1677295218,Sat May 02 01:21:22 PDT 2009,NO_QUERY,briannaknt,"@Lawyer_Tom hahaha. He actually has a shirt on the whole time in this movie. And really, the movie is all right, but not the greatest. ","USERNAME hahaha. He actually has a shirt on the whole time in this movie. And really, the movie is all right, but not the greatest. ",0,1
7555,4,1555759472,Sat Apr 18 20:36:52 PDT 2009,NO_QUERY,nanalipzz89,Eatin' my favourite patato chips  ... Mexican Chili !!!,Eatin' my favourite patato chips  ... Mexican Chili !!!,1,0
7556,0,1823468255,Sat May 16 22:03:10 PDT 2009,NO_QUERY,sayumm20,@RiskyBusinessMB wish u guys were gonna be in vegas next weekend ,USERNAME wish u guys were gonna be in vegas next weekend ,1,0
7557,0,2235054636,Fri Jun 19 00:19:34 PDT 2009,NO_QUERY,rekouche,"@tigerlizzie wow, it sucked. Mexicos pollution, dust, elevation and my allergies almost did me in. Im back home now. Miss Mexico though.  ","USERNAME wow, it sucked. Mexicos pollution, dust, elevation and my allergies almost did me in. Im back home now. Miss Mexico though.  ",0,1
7558,4,1961616633,Fri May 29 09:46:47 PDT 2009,NO_QUERY,keithfries,"#FollowFriday @JordanLeanne @KrisCamp Because they are two blonde bombshells show happen to be as equally nice. BTW, hey J and K. ","FollowFriday USERNAME USERNAME Because they are two blonde bombshells show happen to be as equally nice. BTW, hey J and K. ",1,0
7559,0,2234061379,Thu Jun 18 22:21:39 PDT 2009,NO_QUERY,doot2818,Hey @fhnixon thanks for tellin me just a second on takin a pic with me and then never commin back ,Hey USERNAME thanks for tellin me just a second on takin a pic with me and then never commin back ,0,1
7560,0,1557339406,Sun Apr 19 03:30:05 PDT 2009,NO_QUERY,mynameislouie,"The weather is dead nice, can't believe i have to work till 5 ","The weather is dead nice, can't believe i have to work till 5 ",0,0
7561,0,2262499613,Sat Jun 20 22:38:01 PDT 2009,NO_QUERY,DuchessAmy,"@fatimaajmal Yeah, I'm backing them as well,Sri Lanka threw my team out in their last game  But they were my 2nd fav team anyway","USERNAME Yeah, I'm backing them as well,Sri Lanka threw my team out in their last game  But they were my 2nd fav team anyway",0,0
7562,4,2188785303,Mon Jun 15 22:33:35 PDT 2009,NO_QUERY,iamrehman,Good Morning people! ,Good Morning people! ,1,0
7563,0,1998993813,Mon Jun 01 19:27:54 PDT 2009,NO_QUERY,rianov,@Xenooo Such is life in the Philippines. ,USERNAME Such is life in the Philippines. ,0,0
7564,0,2003503040,Tue Jun 02 06:39:08 PDT 2009,NO_QUERY,retorta,"@brunoamaral  thanks, but i'm unable to do something about it now, blocked","USERNAME  thanks, but i'm unable to do something about it now, blocked",0,1
7565,0,1974567770,Sat May 30 13:23:55 PDT 2009,NO_QUERY,brandonsavage,Wonderful. Another Brandon Savage has gotten himself in trouble for child molestation. My Google Alert is full of it. ,Wonderful. Another Brandon Savage has gotten himself in trouble for child molestation. My Google Alert is full of it. ,0,1
7566,0,2053854632,Sat Jun 06 05:54:08 PDT 2009,NO_QUERY,JoexEd,"@LatinSatin I so dk about Atlanta's festivities. Even if I did, I probably won't be able to go  enjoy ur self.","USERNAME I so dk about Atlanta's festivities. Even if I did, I probably won't be able to go  enjoy ur self.",0,1
7567,0,2219338204,Thu Jun 18 00:18:49 PDT 2009,NO_QUERY,intanzie,hopefully going to the clinic later. i feel awful ,hopefully going to the clinic later. i feel awful ,0,1
7568,0,2251230101,Sat Jun 20 02:50:44 PDT 2009,NO_QUERY,badtom,Defeated by the weather ,Defeated by the weather ,0,1
7569,0,1991321077,Mon Jun 01 06:49:31 PDT 2009,NO_QUERY,HolyCrapazoid,@ailujulia yea i watched it! it was awesome! new moon trailer was soo good! and i felt really bad when k.stew dropped the popcorn ,USERNAME yea i watched it! it was awesome! new moon trailer was soo good! and i felt really bad when k.stew dropped the popcorn ,1,0
7570,4,1984185844,Sun May 31 14:36:30 PDT 2009,NO_QUERY,SandyCalico,@online_mum Brilliant  We moved 18 months ago and I haven't had to use sat nav for ages!,USERNAME Brilliant  We moved 18 months ago and I haven't had to use sat nav for ages!,1,0
7571,4,1983624589,Sun May 31 13:30:59 PDT 2009,NO_QUERY,DubarryMcfly,Everytime i think of @dannymcfly i know we have to met..its getting hotter its our burning love..and i just cant seem to get enough  Xx,Everytime i think of USERNAME i know we have to met..its getting hotter its our burning love..and i just cant seem to get enough  Xx,1,0
7572,0,1996268044,Mon Jun 01 14:48:15 PDT 2009,NO_QUERY,sedatedtimes,@supsunshine Oh no... Is it not working out? I'm sorry.. ,USERNAME Oh no... Is it not working out? I'm sorry.. ,0,1
7573,0,2216192660,Wed Jun 17 19:09:31 PDT 2009,NO_QUERY,chefcutie,just said goodbye to her fiance ,just said goodbye to her fiance ,0,1
7574,4,1982959571,Sun May 31 12:14:03 PDT 2009,NO_QUERY,aakesh,@dokrob How's things going?  Haven't seen you in 3 years. ,USERNAME How's things going?  Haven't seen you in 3 years. ,0,0
7575,0,2198072235,Tue Jun 16 15:34:05 PDT 2009,NO_QUERY,DaveGuerra,Well there goes the value on my Upper Deck Sammy Sosa rookie cards. Epic &quot;But Not So Surprised&quot; Fail ,Well there goes the value on my Upper Deck Sammy Sosa rookie cards. Epic &quot;But Not So Surprised&quot; Fail ,0,1
7576,4,1970986131,Sat May 30 05:52:33 PDT 2009,NO_QUERY,chrizmol,too bad for the Nuggets but kinda glad the Lakers were in ,too bad for the Nuggets but kinda glad the Lakers were in ,0,0
7577,4,2180375370,Mon Jun 15 10:23:07 PDT 2009,NO_QUERY,MsSdot,@suitestl perfect...now i know. thx ,USERNAME perfect...now i know. thx ,1,0
7578,4,1557257501,Sun Apr 19 02:58:29 PDT 2009,NO_QUERY,Sid_Henrie,@RoseWeasley I see where you're going with this.  If you say so.,USERNAME I see where you're going with this.  If you say so.,1,0
7579,4,1793354414,Thu May 14 02:22:10 PDT 2009,NO_QUERY,Splodz,@caldjr Hopefully we'll pick it up on Saturday ,USERNAME Hopefully we'll pick it up on Saturday ,1,0
7580,4,1687663030,Sun May 03 09:16:42 PDT 2009,NO_QUERY,r0xiie,l0Ve it whEn thay surprise me like that!!! hahah!!! thanks.. ,l0Ve it whEn thay surprise me like that!!! hahah!!! thanks.. ,1,0
7581,0,2069768732,Sun Jun 07 16:29:34 PDT 2009,NO_QUERY,honorman,I can't believe that the people of yorkshire and humberside have voted in BNP MEP.This is a shameful day for the counties.  ,I can't believe that the people of yorkshire and humberside have voted in BNP MEP.This is a shameful day for the counties.  ,0,1
7582,4,1553709934,Sat Apr 18 15:00:10 PDT 2009,NO_QUERY,sohear,Anybody have a good vodafone UK PR contact? Thanks ,Anybody have a good vodafone UK PR contact? Thanks ,0,0
7583,4,1554464771,Sat Apr 18 17:04:08 PDT 2009,NO_QUERY,Ladysmith84,@DaRealAngelLola  i'll be down on ur girl rap suaq. am cold at the mic and beat makin' ,USERNAME  i'll be down on ur girl rap suaq. am cold at the mic and beat makin' ,0,0
7584,0,2296278982,Tue Jun 23 08:59:22 PDT 2009,NO_QUERY,smileitsdestiny,Tired and feeling sick  gonna eat hot soup all day and nap.,Tired and feeling sick  gonna eat hot soup all day and nap.,0,1
7585,0,1834949032,Mon May 18 04:42:12 PDT 2009,NO_QUERY,divabeenz,Punky is sick ... we're home today ,Punky is sick ... we're home today ,0,1
7586,0,2057476180,Sat Jun 06 13:04:34 PDT 2009,NO_QUERY,BSelphFSU,"@AutumnAmes I would, but I'm housesitting this weekend ","USERNAME I would, but I'm housesitting this weekend ",0,0
7587,0,1753561906,Sun May 10 02:15:41 PDT 2009,NO_QUERY,JessMcFlyxxx,@KimmiMcFly no idea aha mums no help either  xx,USERNAME no idea aha mums no help either  xx,0,0
7588,0,1553894994,Sat Apr 18 15:30:16 PDT 2009,NO_QUERY,saraarose,i dont like it when i spell words wrong ,i dont like it when i spell words wrong ,0,1
7589,4,1686595886,Sun May 03 06:04:13 PDT 2009,NO_QUERY,ktsmither,My first blog.... kids these sure do grow up fast.    ventalks.blogspot.com,My first blog.... kids these sure do grow up fast.    ventalks.blogspot.com,1,0
7590,0,2013739504,Tue Jun 02 23:26:48 PDT 2009,NO_QUERY,sixapril,@tonightless  what happened?  don't be sad!! Text me!,USERNAME  what happened?  don't be sad!! Text me!,1,0
7591,4,1993972837,Mon Jun 01 11:12:47 PDT 2009,NO_QUERY,bladesbabe4,@mitchelmusso 5th July is my birthday!! Have fun mitchel  xxx,USERNAME 5th July is my birthday!! Have fun mitchel  xxx,1,0
7592,0,2204730573,Wed Jun 17 02:59:15 PDT 2009,NO_QUERY,Lachdanan,"morning everybody, its raining again  oh and starwars the old republic looks amazing, go to youtube and watch the interviews with bioware","morning everybody, its raining again  oh and starwars the old republic looks amazing, go to youtube and watch the interviews with bioware",0,0
7593,0,2060136461,Sat Jun 06 18:19:46 PDT 2009,NO_QUERY,paula_sixtheden,"@Raypgd I still do that a lot &lt;3 MISS YOU, HOE ","USERNAME I still do that a lot &lt;3 MISS YOU, HOE ",0,0
7594,4,2012651127,Tue Jun 02 21:02:18 PDT 2009,NO_QUERY,COSICols,@niannitto We're glad she did too! ,USERNAME We're glad she did too! ,1,0
7595,4,2178370199,Mon Jun 15 07:36:07 PDT 2009,NO_QUERY,HarryHarley,@Mandys_Pantys I'm sure you can do it! ,USERNAME I'm sure you can do it! ,1,0
7596,0,2191032875,Tue Jun 16 04:21:29 PDT 2009,NO_QUERY,_nestee,nothing special. I'm boring. ,nothing special. I'm boring. ,0,1
7597,0,1978330575,Sat May 30 23:02:38 PDT 2009,NO_QUERY,girlgoddess,"Watched Criminal Minds 2-hour season finale last night. Now, I'm missing Reid! ","Watched Criminal Minds 2-hour season finale last night. Now, I'm missing Reid! ",1,0
7598,0,2064564338,Sun Jun 07 06:36:33 PDT 2009,NO_QUERY,shamecca,@sawandi do it!!! i think i'm gonna keep it simple. not too simple but i think i'mma pass on the blackberry ,USERNAME do it!!! i think i'm gonna keep it simple. not too simple but i think i'mma pass on the blackberry ,1,0
7599,0,2192268901,Tue Jun 16 06:46:40 PDT 2009,NO_QUERY,nell_xo,@Tsaksonakis Oh If only I had known! My nets not even reliable enough to get last minute flights! haha... ,USERNAME Oh If only I had known! My nets not even reliable enough to get last minute flights! haha... ,1,1
7600,0,1961434329,Fri May 29 09:29:51 PDT 2009,NO_QUERY,MsInyang,Heading to Beaumont ,Heading to Beaumont ,0,0
7601,4,1970026967,Sat May 30 02:09:17 PDT 2009,NO_QUERY,GabbiQ,"@Jonasbrothers i love them all!!! ? but especially 'Much Better', 'World War III' and 'Paranoid'!  can't wait for the album!","USERNAME i love them all!!! ? but especially 'Much Better', 'World War III' and 'Paranoid'!  can't wait for the album!",1,0
7602,4,2012954188,Tue Jun 02 21:36:56 PDT 2009,NO_QUERY,Trailor_Slut,@run_rabbit_run awe.. well i &lt;3 you tooo ,USERNAME awe.. well i &lt;3 you tooo ,1,0
7603,0,2180398941,Mon Jun 15 10:25:03 PDT 2009,NO_QUERY,Railok,@Kristinot That's not nice ,USERNAME That's not nice ,0,1
7604,4,1834634380,Mon May 18 03:40:31 PDT 2009,NO_QUERY,clintredwine,"So I'm pretty sure I won the contest without using words like marketing, laptop, sales, etc. LOL ","So I'm pretty sure I won the contest without using words like marketing, laptop, sales, etc. LOL ",1,0
7605,0,2211855037,Wed Jun 17 13:22:06 PDT 2009,NO_QUERY,CaitlinJFF,Wow today sucks  I haven't even felt good all day.,Wow today sucks  I haven't even felt good all day.,0,1
7606,0,1990411187,Mon Jun 01 04:47:55 PDT 2009,NO_QUERY,claireothacehe,"not stressed about exam, but wishing I was at the beach with Mike and J9.. booo  x","not stressed about exam, but wishing I was at the beach with Mike and J9.. booo  x",1,0
7607,0,1834732248,Mon May 18 04:01:06 PDT 2009,NO_QUERY,CatherineLeeVA,Apologies for the bad spelling in my previous tweet   My fingers aren't working today!,Apologies for the bad spelling in my previous tweet   My fingers aren't working today!,0,0
7608,0,1554046704,Sat Apr 18 15:55:23 PDT 2009,NO_QUERY,innerpattern,@boomstickplease that sucks. I've been wanting to check out Short Cuts to ,USERNAME that sucks. I've been wanting to check out Short Cuts to ,0,1
7609,4,1754968551,Sun May 10 07:54:12 PDT 2009,NO_QUERY,butterfingersss,has a really good random number!! ,has a really good random number!! ,1,0
7610,0,1469974866,Tue Apr 07 07:58:45 PDT 2009,NO_QUERY,emmakid,@hubbit would they exclude Rufus 'cos of his orientation? ,USERNAME would they exclude Rufus 'cos of his orientation? ,0,0
7611,4,2051432299,Fri Jun 05 22:00:24 PDT 2009,NO_QUERY,muffinssah,@SummahGeee I lovee that song. ,USERNAME I lovee that song. ,1,0
7612,0,1998703369,Mon Jun 01 18:59:23 PDT 2009,NO_QUERY,mileytaylor,finishing up some schoolwork   it's hard.,finishing up some schoolwork   it's hard.,0,1
7613,0,1979279410,Sun May 31 02:22:04 PDT 2009,NO_QUERY,SarahFitzie,"killing time at airport.  flight delayed  Still, free food, free internet and a PS3 to keep steve out of trouble.  Virgin you are awesome","killing time at airport.  flight delayed  Still, free food, free internet and a PS3 to keep steve out of trouble.  Virgin you are awesome",1,0
7614,4,2002309126,Tue Jun 02 03:49:54 PDT 2009,NO_QUERY,_Spaceship_,I want to name my son &quot;Anakin&quot;.  ,I want to name my son &quot;Anakin&quot;.  ,1,0
7615,4,1979206717,Sun May 31 02:03:51 PDT 2009,NO_QUERY,kat_ap,i heart korean music. you gotta check out davichi's 8282. it's mellow at the start but turns upbeat during the chorus. it's fun! ,i heart korean music. you gotta check out davichi's 8282. it's mellow at the start but turns upbeat during the chorus. it's fun! ,1,0
7616,4,2017402137,Wed Jun 03 08:20:00 PDT 2009,NO_QUERY,quietriot1212,"wake me up before you go, go don't leave me hangin' now like a yo-yo  haha o george michael","wake me up before you go, go don't leave me hangin' now like a yo-yo  haha o george michael",0,0
7617,4,1676738092,Fri May 01 23:01:14 PDT 2009,NO_QUERY,s4sukhdeep,@sakhi_ we normally greet each other on gurpurab as &quot; Gurpurab Di Lakh Lakh Wadhai Hoye Ji  &quot;,USERNAME we normally greet each other on gurpurab as &quot; Gurpurab Di Lakh Lakh Wadhai Hoye Ji  &quot;,1,0
7618,0,2263736313,Sun Jun 21 01:39:52 PDT 2009,NO_QUERY,Crack_Morris,@henryb35  @ you being hostile in the Drake thread.  I'm just relaying the info that I heard.,USERNAME  @ you being hostile in the Drake thread.  I'm just relaying the info that I heard.,0,0
7619,0,1967837045,Fri May 29 20:17:56 PDT 2009,NO_QUERY,eratyptin,@gypsyjenn   That is a bummer....,USERNAME   That is a bummer....,0,1
7620,0,1958051039,Fri May 29 02:29:47 PDT 2009,NO_QUERY,ymaethetrinket,@irrationallogic Yeah daw. Awww...  Wear a mask na!,USERNAME Yeah daw. Awww...  Wear a mask na!,1,1
7621,0,2253175110,Sat Jun 20 07:43:05 PDT 2009,NO_QUERY,measureinlove,http://twitpic.com/7whm0 - starting to rain ,URL - starting to rain ,0,0
7622,0,2199979188,Tue Jun 16 18:16:11 PDT 2009,NO_QUERY,oatmealia,@neutralmilkinn  you'll get better!  and you're already so good at art!  I'M WITH MUGI ON THIS,USERNAME  you'll get better!  and you're already so good at art!  I'M WITH MUGI ON THIS,1,0
7623,4,2179517258,Mon Jun 15 09:12:43 PDT 2009,NO_QUERY,Teddy_Picker,Mmm quiche. ,Mmm quiche. ,1,0
7624,4,2064411181,Sun Jun 07 06:11:30 PDT 2009,NO_QUERY,RedFieldWines,"@carlyluvsunited she is within a 67,500 mile radius of her home. Good luck ","USERNAME she is within a 67,500 mile radius of her home. Good luck ",1,0
7625,0,2196556406,Tue Jun 16 12:37:43 PDT 2009,NO_QUERY,zeenatrasheed,@ValReynolds Oh. I thought by Vog you meant Vogel. Nice save. Get well soon! This yucky rain is making everyone sick ,USERNAME Oh. I thought by Vog you meant Vogel. Nice save. Get well soon! This yucky rain is making everyone sick ,0,1
