,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
7045,0,1751987425,Sat May 09 20:46:18 PDT 2009,NO_QUERY,InPaulsMind,How can the Dbacks leave 16 mob?They fired BoMel for what?Long season ahead.  ,How can the Dbacks leave 16 mob?They fired BoMel for what?Long season ahead.  ,X,Y
7046,0,2183934220,Mon Jun 15 15:11:09 PDT 2009,NO_QUERY,wwwhit,........and give a presentation ,........and give a presentation ,X,X
7047,4,1677074869,Sat May 02 00:21:01 PDT 2009,NO_QUERY,summero,"HAHAHA MY MYSPACE VIDEO IS RANKED HIGHER THAN F'ING MILEY CYRUS HAHAHAHA (via @aprilordonez) my sister rules, and miley does not. ","HAHAHA MY MYSPACE VIDEO IS RANKED HIGHER THAN F'ING MILEY CYRUS HAHAHAHA (via USERNAME my sister rules, and miley does not. ",X,Y
7048,4,1794824664,Thu May 14 06:38:01 PDT 2009,NO_QUERY,clozaaa,@theslim urmm who r u btw? soz if i sound mean lol ,USERNAME urmm who r u btw? soz if i sound mean lol ,X,Y
7049,4,2179008972,Mon Jun 15 08:31:01 PDT 2009,NO_QUERY,rodistyle,Sitting in up lounge in Ibiza answering emails and enjoying some air conditioning ,Sitting in up lounge in Ibiza answering emails and enjoying some air conditioning ,Y,X
7050,4,1976015575,Sat May 30 16:24:15 PDT 2009,NO_QUERY,CrackersHunter,@subbspy yea good morning! kock-a-doodle-do ,USERNAME yea good morning! kock-a-doodle-do ,X,X
7051,0,2234454893,Thu Jun 18 23:05:14 PDT 2009,NO_QUERY,ChristabelleS,U know how hard it is when u cant fall asleep because u feel like something is missing? I'm feeling that right now ,U know how hard it is when u cant fall asleep because u feel like something is missing? I'm feeling that right now ,X,Y
7052,4,1565956237,Mon Apr 20 07:55:01 PDT 2009,NO_QUERY,SteveAZ,"Re-pinging @iLuv2SuQkKDikandPuss: Any guYs oR LesBiiaNs hOrNy?---NOPE, too much work to do, but Thanks For Asking !!! ","Re-pinging USERNAME Any guYs oR LesBiiaNs hOrNy?---NOPE, too much work to do, but Thanks For Asking !!! ",X,Y
7053,4,2016762697,Wed Jun 03 07:19:13 PDT 2009,NO_QUERY,dra6on,You can even play Pool  check this out !! http://yfrog.com/5h66uj #ps3,You can even play Pool  check this out !! URL ps3,X,X
7054,4,2065443507,Sun Jun 07 08:36:25 PDT 2009,NO_QUERY,laurenm7777,"@srna15 yeah, i don't get it really. i just got on here to follow the new kids on the block because I am a loser. ","USERNAME yeah, i don't get it really. i just got on here to follow the new kids on the block because I am a loser. ",X,Y
7055,4,1998249395,Mon Jun 01 18:14:23 PDT 2009,NO_QUERY,BARACKOKITTY,@Jazzy813 hey girl. Miss out shouts earlier  hehe,USERNAME hey girl. Miss out shouts earlier  hehe,X,X
7056,0,2202703996,Tue Jun 16 22:15:44 PDT 2009,NO_QUERY,jbfanforever94,@jonaslove815 haha yeah only now i have to wear my retainer and it hurts ,USERNAME haha yeah only now i have to wear my retainer and it hurts ,X,Y
7057,0,1558646179,Sun Apr 19 08:59:59 PDT 2009,NO_QUERY,gotaVAMPIRE,@jasmineOH lucky you  I've been studying for like 4 hours now ,USERNAME lucky you  I've been studying for like 4 hours now ,X,Y
7058,4,2058812160,Sat Jun 06 15:40:33 PDT 2009,NO_QUERY,mashataters,@mrsmanman aww. little family   i'm coming on thursday,USERNAME aww. little family   i'm coming on thursday,Y,X
7059,0,1881451554,Fri May 22 04:42:11 PDT 2009,NO_QUERY,EmzWesker,My foot hurts  Stupid glass!,My foot hurts  Stupid glass!,X,Y
7060,4,1932310410,Tue May 26 21:13:04 PDT 2009,NO_QUERY,WhiteWhaleThtr,@fortyfive_ds Thanks for the heads up. ,USERNAME Thanks for the heads up. ,Y,X
7061,0,1967302638,Fri May 29 19:20:00 PDT 2009,NO_QUERY,BabyGrl4u1,@Blazingorchidlv nothing for dinner lol I will eat later.. my stomach hurts ,USERNAME nothing for dinner lol I will eat later.. my stomach hurts ,X,Y
7062,4,2000712845,Mon Jun 01 22:46:11 PDT 2009,NO_QUERY,monicanathalia,FREEDDDDOOMMMEEEE. let's party like a rock star guys  http://plurk.com/p/xsouz,FREEDDDDOOMMMEEEE. let's party like a rock star guys  URL,Y,X
7063,0,1963370225,Fri May 29 12:37:14 PDT 2009,NO_QUERY,MeganRenee210,@arian_marie hey girl i'm sorry about your loss. best wishes ,USERNAME hey girl i'm sorry about your loss. best wishes ,Y,X
7064,4,1752255872,Sat May 09 21:26:12 PDT 2009,NO_QUERY,SweetTartelette,@Lemonpi PH and I are having a macaron smackdown...except he is not aware of it...It's all being played out in my head ,USERNAME PH and I are having a macaron smackdown...except he is not aware of it...It's all being played out in my head ,X,X
7065,4,2014102672,Wed Jun 03 00:28:06 PDT 2009,NO_QUERY,BobKroehler,"@THE_REAL_SHAQ  That was such a good team! Shaq, Kobe, Fish, Fox, Horry, too bad I'm a bulls fan ","USERNAME  That was such a good team! Shaq, Kobe, Fish, Fox, Horry, too bad I'm a bulls fan ",X,X
7066,0,1556873090,Sun Apr 19 00:46:21 PDT 2009,NO_QUERY,heatherkoyuk,i hate css ,i hate css ,X,Y
7067,4,1751681682,Sat May 09 20:01:22 PDT 2009,NO_QUERY,BrJacob,@jeglz Joe just put a new bulb in my spotlight ,USERNAME Joe just put a new bulb in my spotlight ,Y,X
7068,4,2013654855,Tue Jun 02 23:13:13 PDT 2009,NO_QUERY,londontaylor,@spaceybabey gotcha'. i'm excited  @c1anthony now you know i was regional champ dude!,USERNAME gotcha'. i'm excited  USERNAME now you know i was regional champ dude!,Y,X
7069,4,2175039004,Sun Jun 14 23:56:07 PDT 2009,NO_QUERY,StephenHampton,@kasmac92 yeah ill see what the schedules like once I get there and let u know ,USERNAME yeah ill see what the schedules like once I get there and let u know ,X,X
7070,4,1687400847,Sun May 03 08:35:56 PDT 2009,NO_QUERY,dotcombabe,@fexlboi Thank you so much! Can't wait to get my cool ride home ,USERNAME Thank you so much! Can't wait to get my cool ride home ,Y,X
7071,0,2264053307,Sun Jun 21 02:37:57 PDT 2009,NO_QUERY,schickiwonder,is missing soooo many updates on paramoremusic since school started ,is missing soooo many updates on paramoremusic since school started ,X,Y
7072,0,2299361966,Tue Jun 23 12:49:38 PDT 2009,NO_QUERY,vann84,consumer loan training = boringgggg ,consumer loan training = boringgggg ,X,Y
7073,0,1974152112,Sat May 30 12:32:46 PDT 2009,NO_QUERY,waynooooo,@antothedrew Don't hate me  we all have flaws haha!,USERNAME Don't hate me  we all have flaws haha!,X,X
7074,4,2013373129,Tue Jun 02 22:31:16 PDT 2009,NO_QUERY,FeminineWays,Friday's almost here! Getting excited about seeing the family ,Friday's almost here! Getting excited about seeing the family ,Y,X
7075,4,1676284108,Fri May 01 21:35:50 PDT 2009,NO_QUERY,scottfaithfull,oh the new yoko track got me gettin' down and lovin' it. and i'm chatting with hl. perfect!!! ,oh the new yoko track got me gettin' down and lovin' it. and i'm chatting with hl. perfect!!! ,Y,X
7076,0,2179987215,Mon Jun 15 09:51:27 PDT 2009,NO_QUERY,shannonnielsen,"then malcolms coming in a few minutes  KILLLLLLLme. he's annoying. but yeah,food.bye.","then malcolms coming in a few minutes  KILLLLLLLme. he's annoying. but yeah,food.bye.",X,Y
7077,0,2329175517,Thu Jun 25 10:26:22 PDT 2009,NO_QUERY,eliseispimpin,Home alone :/ im always such a loner ,Home alone :/ im always such a loner ,X,Y
7078,0,2326001187,Thu Jun 25 06:24:11 PDT 2009,NO_QUERY,Lizzs_Lockeroom,"@TOPhenyx If no one else has told you, I will. That photo is FIRE!!!... no luck on Essence work ","USERNAME If no one else has told you, I will. That photo is FIRE!!!... no luck on Essence work ",X,X
7079,4,1991531662,Mon Jun 01 07:12:28 PDT 2009,NO_QUERY,CharleeBabes,http://bit.ly/34byF /profile.php?id=1225496814&amp;ref=profile &lt; JUST AD ME  its facebook btw lol x,URL /profile.php?id=1225496814&amp;ref=profile &lt; JUST AD ME  its facebook btw lol x,X,X
7080,4,1827626552,Sun May 17 11:06:29 PDT 2009,NO_QUERY,ayounge,"@inmyheadstudios if his car is nicer than yours, then just take his ","USERNAME if his car is nicer than yours, then just take his ",X,X
7081,0,2045282317,Fri Jun 05 10:30:06 PDT 2009,NO_QUERY,The_Leedog,@speedyconkiwi crap... I shoulda said that in german. ,USERNAME crap... I shoulda said that in german. ,X,Y
7082,4,1792453043,Wed May 13 23:10:49 PDT 2009,NO_QUERY,sandraarico,@jwswj reckon you can convince @rexster and co. to put one in the new Deloitte building? ,USERNAME reckon you can convince USERNAME and co. to put one in the new Deloitte building? ,X,X
7083,0,2298724831,Tue Jun 23 12:02:08 PDT 2009,NO_QUERY,Pup320Cp,@coolest991cp Quiting? ,USERNAME Quiting? ,X,X
7084,4,2044631436,Fri Jun 05 09:37:14 PDT 2009,NO_QUERY,groggits,About to go to the chippy for the Friday usual  Question: why is Friday fish day?,About to go to the chippy for the Friday usual  Question: why is Friday fish day?,X,X
7085,0,2000335003,Mon Jun 01 21:53:47 PDT 2009,NO_QUERY,joetv,going to miss @jumpcut yahoo closing them down in 4 days. ,going to miss USERNAME yahoo closing them down in 4 days. ,X,Y
7086,0,1882674462,Fri May 22 07:17:25 PDT 2009,NO_QUERY,everydayfoxlife,@dire awww no  where'd you get it?,USERNAME awww no  where'd you get it?,X,Y
7087,0,2245321369,Fri Jun 19 15:58:12 PDT 2009,NO_QUERY,ArwenOfTheDark,"http://twitpic.com/7ugwb - lol she's cute, i miss her and Daddy too, damn i miss my little family ","URL - lol she's cute, i miss her and Daddy too, damn i miss my little family ",Y,X
7088,0,1960252817,Fri May 29 07:40:11 PDT 2009,NO_QUERY,sherischrier,"@BleedingSweat I saw this link, but I get an error on the CNN site when I open this page and cannot read the article. ","USERNAME I saw this link, but I get an error on the CNN site when I open this page and cannot read the article. ",X,Y
7089,0,1982801740,Sun May 31 11:55:54 PDT 2009,NO_QUERY,CuPcAkE_2120,Im so freakin tired rite now ,Im so freakin tired rite now ,X,Y
7090,0,1685751666,Sun May 03 01:53:48 PDT 2009,NO_QUERY,sassyback,@highandrandom You too? ,USERNAME You too? ,X,X
7091,0,2031684481,Thu Jun 04 10:10:15 PDT 2009,NO_QUERY,MagennMarie,driving home from pismo... dont wana be back in sac town! ,driving home from pismo... dont wana be back in sac town! ,X,Y
7092,0,1824595271,Sun May 17 02:04:18 PDT 2009,NO_QUERY,Kymieann,@jeremylarner awww  Just do your best to relax...,USERNAME awww  Just do your best to relax...,X,X
7093,0,2001452152,Tue Jun 02 00:56:01 PDT 2009,NO_QUERY,youngscolla,@beatznkickz yeah yeah yeah lol I hit you up and didn't get a message back from you ,USERNAME yeah yeah yeah lol I hit you up and didn't get a message back from you ,X,Y
7094,0,2175285841,Mon Jun 15 00:34:19 PDT 2009,NO_QUERY,draybaby,listening to tegan and sara.. aaaahhh i only listen to them when i'm emo!!!!!! ,listening to tegan and sara.. aaaahhh i only listen to them when i'm emo!!!!!! ,X,Y
7095,0,2239579910,Fri Jun 19 08:42:59 PDT 2009,NO_QUERY,ShabadooJr,"@AmandaHeinl  Hard drive is pooched...   Can't get it fixed till Monday, though.  The place isn't open on weekends...BOO!!","USERNAME  Hard drive is pooched...   Can't get it fixed till Monday, though.  The place isn't open on weekends...BOO!!",X,Y
7096,0,2325779605,Thu Jun 25 06:03:00 PDT 2009,NO_QUERY,rickvietnam,"OK, justgiving page is hit and miss again, please try again whilst they fix their site... ","OK, justgiving page is hit and miss again, please try again whilst they fix their site... ",X,Y
7097,0,2190869750,Tue Jun 16 03:57:04 PDT 2009,NO_QUERY,whit2fresh,@PurpleLewinsky y u say dat ,USERNAME y u say dat ,X,Y
7098,4,1975425551,Sat May 30 15:07:50 PDT 2009,NO_QUERY,SophieTM,had a lovely evening by the pool ,had a lovely evening by the pool ,Y,X
7099,4,1759311935,Sun May 10 18:56:18 PDT 2009,NO_QUERY,theunsinkableML,"yeah, I'm not one of them anymore. hello, reaching my boyfriend potential.  haha i have such a handsome, intelligent, kind man in my life!","yeah, I'm not one of them anymore. hello, reaching my boyfriend potential.  haha i have such a handsome, intelligent, kind man in my life!",Y,X
7100,4,1469760061,Tue Apr 07 07:20:18 PDT 2009,NO_QUERY,karasilverman,@crystaldempsey !!!!! thank you and i hope you have a great time. ,USERNAME !!!!! thank you and i hope you have a great time. ,Y,X
7101,4,1974530945,Sat May 30 13:19:21 PDT 2009,NO_QUERY,MrsAG,mmmm more cider today and chilling out ,mmmm more cider today and chilling out ,Y,X
7102,4,2071286850,Sun Jun 07 19:08:50 PDT 2009,NO_QUERY,RezoFDC,had a good run...  dropped my mile by a couple seconds ,had a good run...  dropped my mile by a couple seconds ,Y,X
7103,4,1996932984,Mon Jun 01 15:57:16 PDT 2009,NO_QUERY,imnangl,@YoungQ Hey! You're working on the show...OUR SHOW! Don't apologize for anything! We &lt;3 you!  Andrea,USERNAME Hey! You're working on the show...OUR SHOW! Don't apologize for anything! We &lt;3 you!  Andrea,Y,X
7104,0,2260154595,Sat Jun 20 18:45:29 PDT 2009,NO_QUERY,ah_realmonsters,"Shake place for icecream, then I guess I'm going home for the night.  ","Shake place for icecream, then I guess I'm going home for the night.  ",X,X
7105,4,1693697662,Sun May 03 23:26:50 PDT 2009,NO_QUERY,SecretLaunch,"back in sweden, back to twitter ","back in sweden, back to twitter ",X,X
7106,0,2219561405,Thu Jun 18 00:49:40 PDT 2009,NO_QUERY,JunoComplex,cosmic vomit days nostalgicness. ,cosmic vomit days nostalgicness. ,X,Y
7107,4,1835398139,Mon May 18 05:54:05 PDT 2009,NO_QUERY,anibalrojas,"@christianoliver is horrible, that's the good thing about traffic in Caracas, surprises can only be good when you reach this level ","USERNAME is horrible, that's the good thing about traffic in Caracas, surprises can only be good when you reach this level ",X,Y
7108,4,2013932948,Tue Jun 02 23:59:20 PDT 2009,NO_QUERY,ZoeRonchi,@mrskutcher  who doesn't like handbags?! ,USERNAME  who doesn't like handbags?! ,Y,X
7109,0,2052182613,Fri Jun 05 23:54:51 PDT 2009,NO_QUERY,Stardragonca,@catawu Ghod forbid he should feel responsible for anything! ,USERNAME Ghod forbid he should feel responsible for anything! ,X,Y
7110,4,1693976959,Mon May 04 00:32:24 PDT 2009,NO_QUERY,RussSargeant,@geoffsays Thanks for the link Geoff ,USERNAME Thanks for the link Geoff ,X,X
7111,0,1883259992,Fri May 22 08:15:57 PDT 2009,NO_QUERY,aoifechickie,JB tickets are sold out ,JB tickets are sold out ,X,Y
7112,0,1696032749,Mon May 04 07:28:20 PDT 2009,NO_QUERY,summertea,"Dropped Aki off, back at work, back to the grind of it all.  I miss her already.","Dropped Aki off, back at work, back to the grind of it all.  I miss her already.",X,Y
7113,4,2069603135,Sun Jun 07 16:10:50 PDT 2009,NO_QUERY,BoomBoomBetty,@skylarkingclare you''ve got mail.  ,USERNAME you''ve got mail.  ,X,X
7114,0,2013667922,Tue Jun 02 23:15:18 PDT 2009,NO_QUERY,HannahRempel,I've been trying to fall asleep for a hour  not working out! Its so hot in here.,I've been trying to fall asleep for a hour  not working out! Its so hot in here.,X,Y
7115,0,1825196757,Sun May 17 04:45:37 PDT 2009,NO_QUERY,rsmck,Got to love that #apple reject #iPhone apps over a month ago asking us to implement features that aren't launched yet  http://tr.im/lzIq,Got to love that apple reject iPhone apps over a month ago asking us to implement features that aren't launched yet  URL,X,Y
7116,4,2053520280,Sat Jun 06 04:50:49 PDT 2009,NO_QUERY,smball804,@DvineExpression Have fun at your son's football game. Twittedland will be cheering for him.  Go Ravans!!!,USERNAME Have fun at your son's football game. Twittedland will be cheering for him.  Go Ravans!!!,Y,X
7117,0,2064847278,Sun Jun 07 07:18:53 PDT 2009,NO_QUERY,joshcuellar,@PreThinking i think its more than 24. i woke up late yesterday and EVERYONE was sold out  lol,USERNAME i think its more than 24. i woke up late yesterday and EVERYONE was sold out  lol,X,Y
7118,0,1990240191,Mon Jun 01 04:18:18 PDT 2009,NO_QUERY,exclusivecosmos,ugh I came home crying. first time ever. I hate this ,ugh I came home crying. first time ever. I hate this ,X,Y
7119,0,2053220558,Sat Jun 06 03:44:55 PDT 2009,NO_QUERY,redlipz41,says haiiyyy. i need rest.  http://plurk.com/p/ysw60,says haiiyyy. i need rest.  URL,X,Y
7120,0,1759814300,Sun May 10 20:01:28 PDT 2009,NO_QUERY,thekoshermexica,"No not seen mom lately. Was going to track her down for pics but i'm sick, don't wanna infect her. Plus my mom already said someone  so...","No not seen mom lately. Was going to track her down for pics but i'm sick, don't wanna infect her. Plus my mom already said someone  so...",X,Y
7121,0,2262133282,Sat Jun 20 21:56:51 PDT 2009,NO_QUERY,goldiehllywood,@lyshaxmichele hurry cause i have much to tell you also ,USERNAME hurry cause i have much to tell you also ,Y,X
7122,0,1971977793,Sat May 30 08:18:10 PDT 2009,NO_QUERY,hidexthexkey,best buy. it's too early for me to be out of the house ,best buy. it's too early for me to be out of the house ,X,Y
7123,4,2067508348,Sun Jun 07 12:28:13 PDT 2009,NO_QUERY,Camelai,"The door to the bathroom w/ the litterbox was closed, and rather than pee somewhere else, Obie just cried until Mommy figured it out. Aw! ","The door to the bathroom w/ the litterbox was closed, and rather than pee somewhere else, Obie just cried until Mommy figured it out. Aw! ",Y,Y
