,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
11058,4,2050716011,Fri Jun 05 19:10:02 PDT 2009,NO_QUERY,YessicaCarcamo,just here with my favorite skinny person ,just here with my favorite skinny person ,"""Yes""",Yes
11059,0,2189289958,Mon Jun 15 23:41:22 PDT 2009,NO_QUERY,yensudhir,Waiting for the end of vacation. ,Waiting for the end of vacation. ,No,"""Yes"""
11060,4,2183071724,Mon Jun 15 14:00:33 PDT 2009,NO_QUERY,Kitty_Kins,@on_mobile thank you! ,USERNAME thank you! ,"""Yes""","""Yes"""
11061,0,2048883634,Fri Jun 05 15:56:07 PDT 2009,NO_QUERY,webwoke,"auchh, drop by 1  (7)pedeee.com","auchh, drop by 1  (7)pedeee.com","""No""","""No"""
11062,4,1976776139,Sat May 30 19:02:14 PDT 2009,NO_QUERY,SweetTweetroll,@ClarissaPopo Yeah..Kris Allen is from where I live..it's pretty crazy! ,USERNAME Yeah..Kris Allen is from where I live..it's pretty crazy! ,"""Yes""","""Yes"""
11063,4,2004490285,Tue Jun 02 08:16:56 PDT 2009,NO_QUERY,bseitz,@jsarfati I'll have to bring my SR-71 &amp; U-2 scrapebook next COFES ,USERNAME I'll have to bring my SR-71 &amp; U-2 scrapebook next COFES ,"""Yes""","""No"""
11064,4,1882465973,Fri May 22 06:55:29 PDT 2009,NO_QUERY,jenven06,I think today will be spent in my own little world ,I think today will be spent in my own little world ,Yes,Yes
11065,0,1969669765,Sat May 30 00:48:32 PDT 2009,NO_QUERY,kd6ftr,@chrismatthieu @ka3drr thanks for the follow Friday mentions; again. Boy am I tired. Just got home from work. No jail visits last night. ,USERNAME USERNAME thanks for the follow Friday mentions; again. Boy am I tired. Just got home from work. No jail visits last night. ,"""No""","""No"""
11066,0,2061674542,Sat Jun 06 21:22:05 PDT 2009,NO_QUERY,TellurideLisa,http://twitpic.com/6t4cw - For @autumnrizing Here's a pic of Ajax on fire! Balloon fest night glow with no balloons. ,URL - For USERNAME Here's a pic of Ajax on fire! Balloon fest night glow with no balloons. ,"""No""","""No"""
11067,0,1985745001,Sun May 31 17:41:31 PDT 2009,NO_QUERY,VeganQ,@nickyacullo omg nooo ima miss u I won't be in school on Wednesday ,USERNAME omg nooo ima miss u I won't be in school on Wednesday ,"""Yes""","""Yes"""
11068,0,2232560580,Thu Jun 18 20:04:48 PDT 2009,NO_QUERY,jdkshepard,been in the Ark for a bit.  Luggage last spotted in atlanta ,been in the Ark for a bit.  Luggage last spotted in atlanta ,"""No""","""Yes"""
11069,4,2067051851,Sun Jun 07 11:39:37 PDT 2009,NO_QUERY,latinasiangyrl,@BIGGBABE I'm not sure what you were co-signing (TRUE TRUE). I tweet a lot + couldn't tell. Nice TMeeting you regardless ,USERNAME I'm not sure what you were co-signing (TRUE TRUE). I tweet a lot + couldn't tell. Nice TMeeting you regardless ,"""Yes""","""No"""
11070,4,1469674703,Tue Apr 07 07:05:12 PDT 2009,NO_QUERY,nigs,@Lyncinda Nope didn't understand much of that tweet ... I like cashmere though ,USERNAME Nope didn't understand much of that tweet ... I like cashmere though ,"""Yes""","""No"""
11071,0,2286753123,Mon Jun 22 16:52:43 PDT 2009,NO_QUERY,MrGaGa_,"It's 12:52, and I'm absolutelly starving, there's nothing in the fridge   http://twitpic.com/8580d","It's 12:52, and I'm absolutelly starving, there's nothing in the fridge   URL","""No""","""No"""
11072,0,1687623186,Sun May 03 09:10:38 PDT 2009,NO_QUERY,doha95,back from Egypt  but good memories,back from Egypt  but good memories,"""Yes""",Yes
11073,0,2207574584,Wed Jun 17 08:06:42 PDT 2009,NO_QUERY,oscar_sandoval,I was playing too much at the pool and went to bed at 4 am  idk what I was doing.,I was playing too much at the pool and went to bed at 4 am  idk what I was doing.,No,No
11074,0,2068902867,Sun Jun 07 14:54:41 PDT 2009,NO_QUERY,iamkck,"@karisaurusrex So I totally didn't say happy birthday to you. Life has been super hectic. Sorry lovely lady.  Oh btw, Happy Belated Bday!","USERNAME So I totally didn't say happy birthday to you. Life has been super hectic. Sorry lovely lady.  Oh btw, Happy Belated Bday!","""Yes""","""Yes"""
11075,0,2256417248,Sat Jun 20 12:44:34 PDT 2009,NO_QUERY,thearthishot,I get rly scared whenever i start to really really fall for someone ,I get rly scared whenever i start to really really fall for someone ,No,No
11076,4,2188957378,Mon Jun 15 22:55:46 PDT 2009,NO_QUERY,imbeeyo,@VanillaLakes I'm multitasking! With the tweetdeck it makes multitasking very easy!  But back to work I go...! lol,USERNAME I'm multitasking! With the tweetdeck it makes multitasking very easy!  But back to work I go...! lol,"""Yes""","""No"""
11077,4,1834523750,Mon May 18 03:15:40 PDT 2009,NO_QUERY,Looseend,got a Gravity Dropper in the post today ,got a Gravity Dropper in the post today ,Yes,Yes
11078,0,2188875493,Mon Jun 15 22:44:56 PDT 2009,NO_QUERY,Gundomama,wishes she has the courage to ask Mrs Goh out. ,wishes she has the courage to ask Mrs Goh out. ,Yes,Yes
11079,0,2050606522,Fri Jun 05 18:58:35 PDT 2009,NO_QUERY,DeJuanDeJuan,"Let me update ya'll. I own my OWN production company (Audacity Productions). I'm on TV periodically. BUT, I'm NoT married to @MISSMYA ","Let me update ya'll. I own my OWN production company (Audacity Productions). I'm on TV periodically. BUT, I'm NoT married to USERNAME ","""No""","""No"""
11080,4,2191388320,Tue Jun 16 05:10:12 PDT 2009,NO_QUERY,lorihickey,finally at school with turn right stuck in my head ,finally at school with turn right stuck in my head ,No,Yes
11081,4,1980958070,Sun May 31 08:05:08 PDT 2009,NO_QUERY,yeahwoah,capitan crunch. oh yeaaaaaaahhhhhh ,capitan crunch. oh yeaaaaaaahhhhhh ,"""Yes""",Yes
11082,0,2065094302,Sun Jun 07 07:52:50 PDT 2009,NO_QUERY,madinakerry,@hammyaj i haven't even heard it yet  is it on their myspace?,USERNAME i haven't even heard it yet  is it on their myspace?,"""Yes""","""No"""
11083,0,2251888260,Sat Jun 20 04:52:47 PDT 2009,NO_QUERY,obbieob,@jekegg EGG I'm at paragon!! Cafe chilli wanna come? I don't hv ur number ah ,USERNAME EGG I'm at paragon!! Cafe chilli wanna come? I don't hv ur number ah ,"""Yes""","""No"""
11084,0,1679416392,Sat May 02 09:18:10 PDT 2009,NO_QUERY,Jah_nae,Work up with a horrible head ache.....its been hurting for 3 days now. [   ],Work up with a horrible head ache.....its been hurting for 3 days now. [   ],No,No
11085,0,1822604509,Sat May 16 19:57:51 PDT 2009,NO_QUERY,heartbursts,"@akinev wish you were here  screw L.A., come here instead!","USERNAME wish you were here  screw L.A., come here instead!","""Yes""","""Yes"""
11086,4,1565261987,Mon Apr 20 06:19:28 PDT 2009,NO_QUERY,Elonjaff99,@AussieMcflyFan ahh thats me in a nutshell ,USERNAME ahh thats me in a nutshell ,"""Yes""","""Yes"""
11087,0,2201345415,Tue Jun 16 20:08:46 PDT 2009,NO_QUERY,mooremandy1773, no &quot;the postal service&quot; on twitter....., no &quot;the postal service&quot; on twitter.....,No,Yes
11088,4,1997463631,Mon Jun 01 16:53:46 PDT 2009,NO_QUERY,oceanswimmr,Here comes the sun! ,Here comes the sun! ,Yes,Yes
11089,0,1564297419,Mon Apr 20 02:47:38 PDT 2009,NO_QUERY,JPPineHills,@6morningnews u guys are on top of my list which is pretty cool... but i can DM only 18 people out of my tiny 41 followers...  ,USERNAME u guys are on top of my list which is pretty cool... but i can DM only 18 people out of my tiny 41 followers...  ,"""Yes""","""No"""
11090,4,1880234140,Fri May 22 00:32:23 PDT 2009,NO_QUERY,BobbyAFC,"Primary, secondary, tertiary, quaternary, quinary, senary, septenary, octonary, nonary, denary, ??, duodenary, vigenary -- randomness ","Primary, secondary, tertiary, quaternary, quinary, senary, septenary, octonary, nonary, denary, ??, duodenary, vigenary -- randomness ",No,"""No"""
11091,0,1551650169,Sat Apr 18 09:36:56 PDT 2009,NO_QUERY,NuclearErection,Woke up to the Sounds of a Tree being Cut down poor tree ,Woke up to the Sounds of a Tree being Cut down poor tree ,No,No
11092,4,1997310658,Mon Jun 01 16:37:37 PDT 2009,NO_QUERY,marshmallowjade,"@VivaLaLaurennn YAY! come now, I don't have class for another 20 minutes, plenty of time ","USERNAME YAY! come now, I don't have class for another 20 minutes, plenty of time ","""Yes""","""Yes"""
11093,0,2240288132,Fri Jun 19 09:33:59 PDT 2009,NO_QUERY,psychofreckles,@wildfire198 - oh balls!  tbh i'm seeing how the last lot of painkillers affects me b4 I leave the flat so it's still not a def ,USERNAME - oh balls!  tbh i'm seeing how the last lot of painkillers affects me b4 I leave the flat so it's still not a def ,"""No""","""No"""
11094,0,2303143411,Tue Jun 23 17:47:22 PDT 2009,NO_QUERY,michxxblc,@dorkmuffine36 LMFAOOO! Me too girl. The shit I see in this place. Oh &amp; I miss BP too!  I should text her.,USERNAME LMFAOOO! Me too girl. The shit I see in this place. Oh &amp; I miss BP too!  I should text her.,"""Yes""","""No"""
11095,4,2051709650,Fri Jun 05 22:37:01 PDT 2009,NO_QUERY,KLEW92,Playing with my brand new iPhone  yay!,Playing with my brand new iPhone  yay!,"""Yes""","""Yes"""
11096,4,1989173841,Mon Jun 01 00:35:41 PDT 2009,NO_QUERY,richard_padley,@beni261062 quite right too Paul. Twitter is for Twits! ,USERNAME quite right too Paul. Twitter is for Twits! ,"""No""","""Yes"""
11097,4,2052675768,Sat Jun 06 01:35:27 PDT 2009,NO_QUERY,CodyMcLovin,@1capplegate if it helps...I was watching!!  some of us stay in on friday!!,USERNAME if it helps...I was watching!!  some of us stay in on friday!!,"""Yes""","""Yes"""
11098,4,2049577752,Fri Jun 05 17:07:31 PDT 2009,NO_QUERY,angieweeks,"Buyer says she looks @ each property like its a face.  If it frowns, no go.  Fun way to look @ it?!? ","Buyer says she looks @ each property like its a face.  If it frowns, no go.  Fun way to look @ it?!? ",No,"""No"""
11099,0,2066167664,Sun Jun 07 10:00:52 PDT 2009,NO_QUERY,travisv23,Heading to Giant Eagle for 'comfort food' for my patients family. ,Heading to Giant Eagle for 'comfort food' for my patients family. ,"""Yes""","""Yes"""
11100,0,1693987993,Mon May 04 00:35:09 PDT 2009,NO_QUERY,Mistyfy,@BethuleMaeve...no bueno   Hope it's nothing serious.....probably just congestion brought on by ur allergies.....?  [big hug],USERNAME bueno   Hope it's nothing serious.....probably just congestion brought on by ur allergies.....?  [big hug],"""Yes""","""Yes"""
11101,4,1932860468,Tue May 26 22:23:29 PDT 2009,NO_QUERY,rjmcewan,Been a busy but great day.  New website going live tomorrow   Getting ready for a big Indian feed tonight with some of my mates!!!,Been a busy but great day.  New website going live tomorrow   Getting ready for a big Indian feed tonight with some of my mates!!!,"""Yes""",Yes
11102,4,1990655735,Mon Jun 01 05:25:50 PDT 2009,NO_QUERY,whatswhat_sian,@gobansaor Thanks for the help. Doing my head in so off outside for my lunch hour ,USERNAME Thanks for the help. Doing my head in so off outside for my lunch hour ,"""Yes""","""Yes"""
11103,0,2249431478,Fri Jun 19 22:19:06 PDT 2009,NO_QUERY,Lipsi,waiting for the boy... again. always making me wait... ,waiting for the boy... again. always making me wait... ,"""No""",Yes
11104,0,2175451616,Mon Jun 15 01:01:29 PDT 2009,NO_QUERY,katiestrozyk,"laying in bed watching UP! massive headache, cant sleep ","laying in bed watching UP! massive headache, cant sleep ",No,No
11105,0,2327589995,Thu Jun 25 08:32:19 PDT 2009,NO_QUERY,jesswilson16,has work sooooooon ,has work sooooooon ,No,Yes
11106,0,2179775379,Mon Jun 15 09:34:00 PDT 2009,NO_QUERY,vibzfabz,Boring. Can't open anything but TweetDeck. Snif! ,Boring. Can't open anything but TweetDeck. Snif! ,"""No""","""Yes"""
11107,0,1558131578,Sun Apr 19 07:22:27 PDT 2009,NO_QUERY,goobimama,I say &quot;I've got a 16GB flashdrive&quot;. He says &quot;I *saw* a 64GB flashdrive&quot;. Somehow his statement trumps mine. ,I say &quot;I've got a 16GB flashdrive&quot;. He says &quot;I *saw* a 64GB flashdrive&quot;. Somehow his statement trumps mine. ,"""No""","""No"""
11108,4,2063555231,Sun Jun 07 03:08:01 PDT 2009,NO_QUERY,whitsundays,@velvetescape  Pleasure Mate.Have a great day ,USERNAME  Pleasure Mate.Have a great day ,"""Yes""","""Yes"""
11109,4,1999708641,Mon Jun 01 20:41:03 PDT 2009,NO_QUERY,anca_foster,"@samuelwieck see? Told ya! Oooh, I is so wise ","USERNAME see? Told ya! Oooh, I is so wise ","""Yes""","""Yes"""
11110,0,2263955663,Sun Jun 21 02:19:16 PDT 2009,NO_QUERY,thesoccergk,My laptop over heated (its old) and i cant sleep. ,My laptop over heated (its old) and i cant sleep. ,No,No
11111,4,1985422011,Sun May 31 17:04:20 PDT 2009,NO_QUERY,88liizzyy,Watching the hills season finally ,Watching the hills season finally ,"""Yes""","""Yes"""
11112,0,2252313806,Sat Jun 20 05:59:23 PDT 2009,NO_QUERY,mlle_elle,"Come on Regina, pick up your game, yeah?  This is made for prime time TV.","Come on Regina, pick up your game, yeah?  This is made for prime time TV.","""Yes""","""Yes"""
11113,0,1984660477,Sun May 31 15:32:59 PDT 2009,NO_QUERY,Alvarine,"11 Hours of sleep, and still feeling ready to go to bed again all day. I look drunk. ","11 Hours of sleep, and still feeling ready to go to bed again all day. I look drunk. ",No,No
11114,0,2211856123,Wed Jun 17 13:22:10 PDT 2009,NO_QUERY,mattydee87,@SaraSteel I downloaded the update elsewhere but now iTunes activation server is done so STILL no update. I give up for today ,USERNAME I downloaded the update elsewhere but now iTunes activation server is done so STILL no update. I give up for today ,"""No""","""No"""
11115,0,2047959030,Fri Jun 05 14:26:35 PDT 2009,NO_QUERY,rosesfalling,@brandyway is a shame the 4th chord of my guitar sounds strange!!! ,USERNAME is a shame the 4th chord of my guitar sounds strange!!! ,"""No""","""Yes"""
