,target,id,date,query,user,input,input_processed,GPT Positive,GPT Negative
6023,0,2178607634,Mon Jun 15 07:57:02 PDT 2009,NO_QUERY,ThruTheMonsun,@eru_panda aw fer reals?? that sucks  why wont ur mom let you??,USERNAME aw fer reals?? that sucks  why wont ur mom let you??,No,Yes
6024,0,1795750497,Thu May 14 08:18:24 PDT 2009,NO_QUERY,TheDEXpress,"Oh, hi, everyone! Gray, windy and rainy outside.  Thank God, @frankferragine and @AdamStilesCITY forecasting sunshine by this afternoon...","Oh, hi, everyone! Gray, windy and rainy outside.  Thank God, USERNAME and USERNAME forecasting sunshine by this afternoon...",Yes,No
6025,4,1470155062,Tue Apr 07 08:30:43 PDT 2009,NO_QUERY,sunnarose,"@HeatherOsborn Me too, me too! ","USERNAME Me too, me too! ",Yes,No
6026,4,1956220618,Thu May 28 21:25:30 PDT 2009,NO_QUERY,flatcat,"@jeffswan18 thanks dude, appreciate the help ","USERNAME thanks dude, appreciate the help ",Yes,No
6027,0,2062842986,Sun Jun 07 00:29:15 PDT 2009,NO_QUERY,chearmstrong,On my way to work. Still really tired. It's raining too... Hate working weekends! ,On my way to work. Still really tired. It's raining too... Hate working weekends! ,No,Yes
6028,4,2180075778,Mon Jun 15 09:58:45 PDT 2009,NO_QUERY,mintty_cygwin,@poi2poi cygwin + PuTTY - lots_of_stuff_you_don't_need_with_Cygwin + a_few_extra_features = http://mintty.googlecode.com ,USERNAME cygwin + PuTTY - lots_of_stuff_you_don't_need_with_Cygwin + a_few_extra_features = URL ,No,No
6029,0,2248588351,Fri Jun 19 20:51:47 PDT 2009,NO_QUERY,theinspiredroom,@angelac519 praying for you! so sorry for your loss. ,USERNAME praying for you! so sorry for your loss. ,Yes,Yes
6030,0,2323679040,Thu Jun 25 01:12:57 PDT 2009,NO_QUERY,kellyhutchinson,Upset my dream of meetin N-Dubz isn't real  ohhh i really wanna meet them again! Such a good dream!,Upset my dream of meetin N-Dubz isn't real  ohhh i really wanna meet them again! Such a good dream!,No,No
6031,4,2065696789,Sun Jun 07 09:06:50 PDT 2009,NO_QUERY,musicjelly,"shuffling ipod, facebook-ing ","shuffling ipod, facebook-ing ",No,No
6032,4,1978132847,Sat May 30 22:31:30 PDT 2009,NO_QUERY,JenSOyoung,He's a cutie   http://twitpic.com/6bfmf,He's a cutie   URL,Yes,No
6033,0,2051269499,Fri Jun 05 21:25:33 PDT 2009,NO_QUERY,noodlemaine,"Ahh, I didn't think I'd cry, but I did  Gonna miss ppl, even those I'll see in Sept! Not really in the mood to socialize w/others now.","Ahh, I didn't think I'd cry, but I did  Gonna miss ppl, even those I'll see in Sept! Not really in the mood to socialize w/others now.",No,Yes
6034,4,2000724430,Mon Jun 01 22:48:00 PDT 2009,NO_QUERY,Cafe_Latte,Whopper Jr. Tastes Good With Caramel Added To It ,Whopper Jr. Tastes Good With Caramel Added To It ,Yes,No
6035,4,2004454684,Tue Jun 02 08:13:38 PDT 2009,NO_QUERY,terpkristin,"Happy birthday to my dad, @mysticjim ","Happy birthday to my dad, USERNAME ",Yes,No
6036,4,2175724114,Mon Jun 15 01:48:42 PDT 2009,NO_QUERY,PaulineAngel,"hi @Real_Kevin_J , im  huge fan watch K of Q  love it..what can be seen of the background pic your daughter is sooo cute  hope lifes good","hi USERNAME , im  huge fan watch K of Q  love it..what can be seen of the background pic your daughter is sooo cute  hope lifes good",Yes,No
6037,4,1468954771,Tue Apr 07 04:34:21 PDT 2009,NO_QUERY,effingcards,@Aural_Fixation Hmm not so sure about he mum effing bit.. but you might be on to something ,USERNAME Hmm not so sure about he mum effing bit.. but you might be on to something ,No,No
6038,0,2215749756,Wed Jun 17 18:33:37 PDT 2009,NO_QUERY,MissChia,@Renzi28 hey hun! U see how they do me? ,USERNAME hey hun! U see how they do me? ,No,Yes
6039,4,1678151088,Sat May 02 05:42:14 PDT 2009,NO_QUERY,eleahbaant,@olliandlime love shoes. lurve shoes. esp red shoes.  waiting on red boots to arrive from hoof so I can feed daughter's shoe fetish ,USERNAME love shoes. lurve shoes. esp red shoes.  waiting on red boots to arrive from hoof so I can feed daughter's shoe fetish ,No,No
6040,0,2187923107,Mon Jun 15 21:00:55 PDT 2009,NO_QUERY,rebekahnew,@Amelia_Grace Because guys feel hurt too they just have a different way of showing it ,USERNAME Because guys feel hurt too they just have a different way of showing it ,Yes,No
6041,4,1981645279,Sun May 31 09:35:36 PDT 2009,NO_QUERY,jujublah,@leedaniicaa i'm being late for my lovely violin lesson that i'm gonna get yelled at ,USERNAME i'm being late for my lovely violin lesson that i'm gonna get yelled at ,No,Yes
6042,4,1880082484,Fri May 22 00:02:43 PDT 2009,NO_QUERY,Lindaharderwijk,"Watching the BMW PGA tour this weekend, and were shocked by John Daly's outfit ","Watching the BMW PGA tour this weekend, and were shocked by John Daly's outfit ",No,Yes
6043,0,1970039288,Sat May 30 02:12:17 PDT 2009,NO_QUERY,beccaly,@KhloeKardashian! Hi. Is there any way to listen to your radio show outside of US? I'm in Ireland and can't seem to get it online! ,USERNAME Hi. Is there any way to listen to your radio show outside of US? I'm in Ireland and can't seem to get it online! ,No,No
6044,0,1694726519,Mon May 04 03:53:06 PDT 2009,NO_QUERY,jorale84,these coughing fits waking me in the middle of the night is really pissing me off! the most cruel part? my alarm will go off in 35 mins ,these coughing fits waking me in the middle of the night is really pissing me off! the most cruel part? my alarm will go off in 35 mins ,No,Yes
6045,0,2202077025,Tue Jun 16 21:12:19 PDT 2009,NO_QUERY,aaamanda,@AndreaRowley  aww i'm sorry to hear you feel that way.,USERNAME  aww i'm sorry to hear you feel that way.,No,No
6046,0,2001774169,Tue Jun 02 02:01:39 PDT 2009,NO_QUERY,rachierachUK,Getting prepared for Antigua. Bit nervous about flying on my own now ,Getting prepared for Antigua. Bit nervous about flying on my own now ,No,Yes
6047,4,1823190566,Sat May 16 21:20:01 PDT 2009,NO_QUERY,CanadianGirl31,another fun night on the town ,another fun night on the town ,Yes,No
6048,4,2066499464,Sun Jun 07 10:38:11 PDT 2009,NO_QUERY,Giulibabby96,Watching JONAS and lovin it ,Watching JONAS and lovin it ,Yes,No
6049,4,1983709826,Sun May 31 13:40:58 PDT 2009,NO_QUERY,llama5492,@miketrudell That's great news! Thanks.  Keep up your reporting! I Love it!,USERNAME That's great news! Thanks.  Keep up your reporting! I Love it!,Yes,No
6050,4,2057871645,Sat Jun 06 13:49:24 PDT 2009,NO_QUERY,wendywings,@Elaineq Take is very slowly recovering from pneumonia I have been there done that (with a 3 week old ugh) Sending lots of get well vibes ,USERNAME Take is very slowly recovering from pneumonia I have been there done that (with a 3 week old ugh) Sending lots of get well vibes ,Yes,No
6051,4,2069249272,Sun Jun 07 15:31:56 PDT 2009,NO_QUERY,aspekt,well.. twitting from the blackberry is not good! see you all! have a nice end-of-weekend! ,well.. twitting from the blackberry is not good! see you all! have a nice end-of-weekend! ,Yes,Yes
6052,4,1994673556,Mon Jun 01 12:16:57 PDT 2009,NO_QUERY,iamlibby,The short at the begining of up was too cute. ,The short at the begining of up was too cute. ,Yes,No
6053,4,1823046820,Sat May 16 20:59:30 PDT 2009,NO_QUERY,semusic,"WOW, another LOOOOOOOOONG Day! Ok, I'll stop.  TOMORROW is the BIG day!  Looking forward to seeing my friends at the CD Release Concert!","WOW, another LOOOOOOOOONG Day! Ok, I'll stop.  TOMORROW is the BIG day!  Looking forward to seeing my friends at the CD Release Concert!",Yes,No
6054,4,1824844638,Sun May 17 03:11:26 PDT 2009,NO_QUERY,publicenergy,@brendadada They don't have the majesty of sheep though ,USERNAME They don't have the majesty of sheep though ,No,No
6055,0,2013120143,Tue Jun 02 21:57:52 PDT 2009,NO_QUERY,j2bielec,Aaaaaa bed.  Finally.  Then another hellish long day.  ,Aaaaaa bed.  Finally.  Then another hellish long day.  ,No,Yes
6056,0,2015559560,Wed Jun 03 04:58:51 PDT 2009,NO_QUERY,kokonutxx,"i was checking my @kokonutxx 's, and i realized that i dont get many replies when i ask questions... ","i was checking my USERNAME 's, and i realized that i dont get many replies when i ask questions... ",No,Yes
6057,4,2181451055,Mon Jun 15 11:50:43 PDT 2009,NO_QUERY,kschnel08,@jasondouglas Show off! They asked for 1 year.  Have fun at the game ,USERNAME Show off! They asked for 1 year.  Have fun at the game ,Yes,Yes
6058,0,2049682296,Fri Jun 05 17:18:40 PDT 2009,NO_QUERY,changeisgood4u,@natehasasong &amp; @sparaticweeble I would have loved to join you both for the movie but I read the Twitter too late. ,USERNAME &amp; USERNAME I would have loved to join you both for the movie but I read the Twitter too late. ,No,Yes
6059,0,2051681330,Fri Jun 05 22:33:04 PDT 2009,NO_QUERY,_MoniqueNicole_,@GoozOfTheBronx haha it has bee postponed until next thursdayy  ... due to the inclimate weather  .. but pray everything goes well !!,USERNAME haha it has bee postponed until next thursdayy  ... due to the inclimate weather  .. but pray everything goes well !!,Yes,Yes
6060,4,1881262109,Fri May 22 04:07:53 PDT 2009,NO_QUERY,therealchloe,500th TWEET  dedicated to @tanyarhh @taylorswift13 @ddlovato @ashleytisdale @jonasbrothers @joshthomas87 most importantly my FOLLOWERS !,500th TWEET  dedicated to USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME most importantly my FOLLOWERS !,Yes,No
6061,0,1969837843,Sat May 30 01:25:05 PDT 2009,NO_QUERY,kalunina,"looking for next ROCK tee-shirt to purchase for my toad as Clash one almost too small  Still, he shall wear it today with pride/shorts!","looking for next ROCK tee-shirt to purchase for my toad as Clash one almost too small  Still, he shall wear it today with pride/shorts!",No,No
6062,4,2004477299,Tue Jun 02 08:15:43 PDT 2009,NO_QUERY,ashdann,@CarolynFWalsh so glad you are on twitter ,USERNAME so glad you are on twitter ,Yes,No
6063,0,2251685944,Sat Jun 20 04:16:32 PDT 2009,NO_QUERY,Jakezors,"@Peoww I want in on peoww forums rich, WAH WAH WAH ","USERNAME I want in on peoww forums rich, WAH WAH WAH ",No,Yes
6064,0,1752476961,Sat May 09 22:01:55 PDT 2009,NO_QUERY,miss_bushido,@jpadamson  What happened?,USERNAME  What happened?,No,No
6065,4,2191190883,Tue Jun 16 04:44:00 PDT 2009,NO_QUERY,kevsparrow,Received B.B.King Tickets ,Received B.B.King Tickets ,Yes,No
6066,0,2322411950,Wed Jun 24 22:34:17 PDT 2009,NO_QUERY,sierrabardot,@mileycyrus you saved my life. you taught me life lessons. yet i've still never met you/gotten a reply  i love you miley,USERNAME you saved my life. you taught me life lessons. yet i've still never met you/gotten a reply  i love you miley,No,No
6067,0,1793544427,Thu May 14 03:06:00 PDT 2009,NO_QUERY,umetoys,@jogblog I'll pass it over to you  - I'd feel a fake seeing as I don't run anymore  Yeah Good Idea about the jogger blogger,USERNAME I'll pass it over to you  - I'd feel a fake seeing as I don't run anymore  Yeah Good Idea about the jogger blogger,No,No
6068,0,2177580803,Mon Jun 15 06:21:16 PDT 2009,NO_QUERY,wickedcaramel,I miss texting my friends. I don't have prepaid credits. ,I miss texting my friends. I don't have prepaid credits. ,No,Yes
6069,0,2201413393,Tue Jun 16 20:14:27 PDT 2009,NO_QUERY,angiepanda,Flip flop shopping(: RIP my old black ones ,Flip flop shopping(: RIP my old black ones ,No,Yes
6070,4,1975377046,Sat May 30 15:01:48 PDT 2009,NO_QUERY,anglcjen,@wallybert  thx I'm hurtin' right now.,USERNAME  thx I'm hurtin' right now.,No,Yes
6071,0,2061915875,Sat Jun 06 21:54:24 PDT 2009,NO_QUERY,berlykate,omg. thanks to hannah montana.. i feel better now.. but still ,omg. thanks to hannah montana.. i feel better now.. but still ,No,Yes
6072,4,2185689071,Mon Jun 15 17:45:31 PDT 2009,NO_QUERY,zwzzy,I still can't get over Theremin cat: http://bit.ly/vQacm   ,I still can't get over Theremin cat: URL   ,Yes,No
6073,4,1983342610,Sun May 31 12:58:34 PDT 2009,NO_QUERY,kaaaaar,baseball and bbq ,baseball and bbq ,Yes,No
6074,4,2184946942,Mon Jun 15 16:39:20 PDT 2009,NO_QUERY,lizmathews12,@tjhoush  &quot;I will have more tds than @ogochocinco -- don't worry about me.&quot;  hahaha!  HAWK FANS ARE COUNTING ON IT!  Do not disappoint ,USERNAME  &quot;I will have more tds than USERNAME -- don't worry about me.&quot;  hahaha!  HAWK FANS ARE COUNTING ON IT!  Do not disappoint ,Yes,Yes
6075,0,1686331203,Sun May 03 04:56:54 PDT 2009,NO_QUERY,teabass,not having a great day ,not having a great day ,No,Yes
6076,4,1971066514,Sat May 30 06:06:52 PDT 2009,NO_QUERY,tHabster,@Katne haha  its ok i would say it for a formal thing. Sometimes slang would be considered i am from wtal and grew up there,USERNAME haha  its ok i would say it for a formal thing. Sometimes slang would be considered i am from wtal and grew up there,No,No
6077,0,2207414664,Wed Jun 17 07:54:29 PDT 2009,NO_QUERY,MayJeanC,"work eat sleep eat work sleep, i'm becoming a bore ","work eat sleep eat work sleep, i'm becoming a bore ",No,Yes
6078,0,2237829974,Fri Jun 19 06:25:30 PDT 2009,NO_QUERY,TofuFairy,@SunandEarth link did not work... ,USERNAME link did not work... ,No,Yes
6079,0,2053626488,Sat Jun 06 05:11:32 PDT 2009,NO_QUERY,C_Katt,"I miss my LOVE  I want him home. It's Saturday! Blah, stupid work!","I miss my LOVE  I want him home. It's Saturday! Blah, stupid work!",No,Yes
6080,0,2205954370,Wed Jun 17 05:45:09 PDT 2009,NO_QUERY,Tshegs,"got the dress, but am now broke. It wasn't on sale ","got the dress, but am now broke. It wasn't on sale ",No,Yes
6081,4,1974317417,Sat May 30 12:53:00 PDT 2009,NO_QUERY,nikkibayybayy,gooooodmorning twitter freaks..breakfast wit my gogo n da BAHHHTONEZ BAYYYBAYYYS n best friends mom ,gooooodmorning twitter freaks..breakfast wit my gogo n da BAHHHTONEZ BAYYYBAYYYS n best friends mom ,No,No
6082,4,2176602577,Mon Jun 15 04:18:04 PDT 2009,NO_QUERY,mlc_09,@PaoloNutini Come to Australia!!  they love you here x,USERNAME Come to Australia!!  they love you here x,Yes,No
6083,4,1985526407,Sun May 31 17:16:22 PDT 2009,NO_QUERY,La_Bella_Vita22,@tiptkyle yea imma pretty busy girl ill have to see when I can pencil you in!  lol,USERNAME yea imma pretty busy girl ill have to see when I can pencil you in!  lol,Yes,No
6084,0,2325963524,Thu Jun 25 06:20:40 PDT 2009,NO_QUERY,ashwinnr,@salonikas ah.. now u're living upto expectations.. am sure theres a word for it but i cant reme right now  #fail,USERNAME ah.. now u're living upto expectations.. am sure theres a word for it but i cant reme right now  fail,No,Yes
6085,4,1834831240,Mon May 18 04:20:32 PDT 2009,NO_QUERY,crystalwieder,happy we got our engagement photos done yesterday  One more thing to cross off the list.,happy we got our engagement photos done yesterday  One more thing to cross off the list.,Yes,No
6086,4,1997270998,Mon Jun 01 16:33:19 PDT 2009,NO_QUERY,AivaryzTamakeda,GOOD MORNING!  checking on all accounts. 7:33 am.,GOOD MORNING!  checking on all accounts. 7:33 am.,Yes,No
6087,0,1823189789,Sat May 16 21:19:55 PDT 2009,NO_QUERY,Spudsy458,Another Saturday Night and I in't got nobody.. ,Another Saturday Night and I in't got nobody.. ,No,Yes
6088,0,1755800558,Sun May 10 10:03:19 PDT 2009,NO_QUERY,JelicaPranjic,WANTS TO GO BACK TO CABO REALLY BAD.. ,WANTS TO GO BACK TO CABO REALLY BAD.. ,Yes,Yes
6089,0,1835297918,Mon May 18 05:39:32 PDT 2009,NO_QUERY,whippersnapr,@joshourisman says some of the writing I'm editing looks like Frankenstein's monster made w/body parts of dead sentences ,USERNAME says some of the writing I'm editing looks like Frankenstein's monster made w/body parts of dead sentences ,No,Yes
6090,4,2179702750,Mon Jun 15 09:28:01 PDT 2009,NO_QUERY,emmalouisecooke,Yaaaaaay ! Work = survived ! Wasn't that bad I was just being a moan  Cannot wait for Friday night !,Yaaaaaay ! Work = survived ! Wasn't that bad I was just being a moan  Cannot wait for Friday night !,Yes,No
6091,4,2186952173,Mon Jun 15 19:34:30 PDT 2009,NO_QUERY,paraskuhad,internet connection is back .... feeling euphoria ,internet connection is back .... feeling euphoria ,Yes,No
6092,4,1988723754,Sun May 31 23:11:20 PDT 2009,NO_QUERY,lovingdonovan,@solangeknowles Oh no.....all men hate when we wrap our hair. Apparently young and old  Goodnight Pirate Mom,USERNAME Oh no.....all men hate when we wrap our hair. Apparently young and old  Goodnight Pirate Mom,No,Yes
6093,0,1823592342,Sat May 16 22:23:51 PDT 2009,NO_QUERY,KarlSoule,Hit the wall hard getting home. Asleep @ 8 pm. Just woke to check on my bag. Still didn't show up. ,Hit the wall hard getting home. Asleep @ 8 pm. Just woke to check on my bag. Still didn't show up. ,No,Yes
6094,0,2300768721,Tue Jun 23 14:34:07 PDT 2009,NO_QUERY,ToferTheGoodest,HawkinsRise.com is now permanently off line after 9 years running ,HawkinsRise.com is now permanently off line after 9 years running ,No,Yes
6095,0,1968456527,Fri May 29 21:28:36 PDT 2009,NO_QUERY,ashleyfan26,School starts in June 8. I'm going to be so busy. ,School starts in June 8. I'm going to be so busy. ,Yes,Yes
6096,0,1834557114,Mon May 18 03:23:17 PDT 2009,NO_QUERY,BruceOCz,"@ro05t3r Great I got eyeballed into this� quit have fun at my expense, didn�t see that coming ","USERNAME Great I got eyeballed into this� quit have fun at my expense, didn�t see that coming ",No,Yes
6097,4,2175263209,Mon Jun 15 00:30:47 PDT 2009,NO_QUERY,marayahh,"@jajunchuckles kawan, still dont get it? XD finally!! u make one. woohoo ","USERNAME kawan, still dont get it? XD finally!! u make one. woohoo ",Yes,No
6098,0,1793716744,Thu May 14 03:44:48 PDT 2009,NO_QUERY,AdaEnFrancais,What a nigtmare ,What a nigtmare ,No,Yes
6099,0,1991181720,Mon Jun 01 06:33:36 PDT 2009,NO_QUERY,funbrunettex104,my twitpic doesn't show up. ,my twitpic doesn't show up. ,No,Yes
6100,0,1995775737,Mon Jun 01 14:01:43 PDT 2009,NO_QUERY,ChristenNDG,My iron count was low so they are pricking both my fingers... ,My iron count was low so they are pricking both my fingers... ,No,Yes
6101,4,1834596916,Mon May 18 03:32:15 PDT 2009,NO_QUERY,theofficiallyra,@iamsuperbianca hi ms. bianca! I'm a faithful-regular reader of your blog. Glad to see your update  Good evening from Pangasinan ,USERNAME hi ms. bianca! I'm a faithful-regular reader of your blog. Glad to see your update  Good evening from Pangasinan ,Yes,No
6102,4,2191341102,Tue Jun 16 05:04:14 PDT 2009,NO_QUERY,Shinoda77,"@TalindaB Hey Talinda, are you going to go to Turkey with LP in this Summer? We'd be so glad if you come here ","USERNAME Hey Talinda, are you going to go to Turkey with LP in this Summer? We'd be so glad if you come here ",Yes,No
6103,4,2052258728,Sat Jun 06 00:08:36 PDT 2009,NO_QUERY,graceme029,i &lt;3 drunk txt messages from my bf... love you too baby ,i &lt;3 drunk txt messages from my bf... love you too baby ,Yes,No
6104,4,1880068599,Fri May 22 00:00:13 PDT 2009,NO_QUERY,Dragnsfire,"@Starshadw Oh ... ~tons~ of fun there!  At least the weather should be nice for planting flowers though, right? ","USERNAME Oh ... ~tons~ of fun there!  At least the weather should be nice for planting flowers though, right? ",Yes,No
6105,4,2044406920,Fri Jun 05 09:18:46 PDT 2009,NO_QUERY,carolottoni,@isadorastone i LOVE the new demis albumm!! peeerfect.. ,USERNAME i LOVE the new demis albumm!! peeerfect.. ,Yes,No
6106,4,1976597841,Sat May 30 18:32:39 PDT 2009,NO_QUERY,coreys,By this time tomorrow I'll almost be in Japan! So excited! ,By this time tomorrow I'll almost be in Japan! So excited! ,Yes,No
6107,4,1969224337,Fri May 29 23:22:47 PDT 2009,NO_QUERY,mommycayce,You know you have crossed into motherhood when your Friday nights with no kids are spent at the laundry mat! ,You know you have crossed into motherhood when your Friday nights with no kids are spent at the laundry mat! ,No,No
6108,4,2059862686,Sat Jun 06 17:47:16 PDT 2009,NO_QUERY,MrsWrite,Hubby gave me the day off today. Ahhh. I canceled his Sunday reservation at Chateau De Bow-Wow ,Hubby gave me the day off today. Ahhh. I canceled his Sunday reservation at Chateau De Bow-Wow ,Yes,No
6109,4,2190538408,Tue Jun 16 03:01:01 PDT 2009,NO_QUERY,sammy148,"Relaxing, listening to Blood Sugar Sex Magik by tha Chili Peppers with a jack nd coke ","Relaxing, listening to Blood Sugar Sex Magik by tha Chili Peppers with a jack nd coke ",Yes,No
6110,0,1964732120,Fri May 29 14:42:46 PDT 2009,NO_QUERY,enileuqcaj,"@Allierosen YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!","USERNAME YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!",No,No
6111,0,1792579175,Wed May 13 23:34:04 PDT 2009,NO_QUERY,raphnix,is feeling sick today. I'm going to hate oreo ice cream now for my tonsillitis. ,is feeling sick today. I'm going to hate oreo ice cream now for my tonsillitis. ,No,Yes
6112,0,1822493914,Sat May 16 19:42:18 PDT 2009,NO_QUERY,holla_balooza, some things just never get easier..., some things just never get easier...,No,Yes
6113,0,2177989227,Mon Jun 15 07:01:36 PDT 2009,NO_QUERY,jarian_co,"@Ryuus_Wardrobe Hey Ry, what did u think of the 1st new episode.....i phuckn missd it ","USERNAME Hey Ry, what did u think of the 1st new episode.....i phuckn missd it ",No,Yes
6114,4,1824843690,Sun May 17 03:11:11 PDT 2009,NO_QUERY,ValeROM,Back @ Home from my little vacation in Romania ,Back @ Home from my little vacation in Romania ,Yes,No
6115,0,2244667901,Fri Jun 19 15:03:13 PDT 2009,NO_QUERY,hey_molly,@TCBallew Awe  I'm sorry. You told me you canceled Saturday with him yesterday.,USERNAME Awe  I'm sorry. You told me you canceled Saturday with him yesterday.,No,Yes
6116,4,1989356617,Mon Jun 01 01:14:29 PDT 2009,NO_QUERY,JelleDeVroe,my ipod keeps playing @taylorswift13's &quot;fifteen&quot;  im startin to love that song &lt;3,my ipod keeps playing USERNAME &quot;fifteen&quot;  im startin to love that song &lt;3,Yes,No
6117,4,2177718856,Mon Jun 15 06:35:16 PDT 2009,NO_QUERY,CYphotography,@brittflickinger Toronto welcomes you and youre in luck cause the weather this week is supposed to be pretty sweet ,USERNAME Toronto welcomes you and youre in luck cause the weather this week is supposed to be pretty sweet ,Yes,No
6118,0,2052419866,Sat Jun 06 00:40:09 PDT 2009,NO_QUERY,eliz2688,Is tired of rude employees...is it 630 yet?? ,Is tired of rude employees...is it 630 yet?? ,No,Yes
6119,4,1834394516,Mon May 18 02:46:00 PDT 2009,NO_QUERY,Miss_Olsen,4-0.... just gotta love it ,4-0.... just gotta love it ,Yes,No
